id anexLCA anhrLCA ancpLCA antdLCA andeLCA anpfCA anrcLCA anofLCA antgLCA anasLCA
9594 2 1 2 1 1 1 1 2 2 2
9595 1 2 1 1 1 1 1 2 1 2
9596 2 2 1 1 1 2 2 2 2 2
9597 1 1 1 1 1 1 1 1 1 1
9598 1 1 1 1 1 1 1 1 1 1
9599 1 1 1 1 1 1 1 2 2 2
9600 2 2 1 1 2 1 1 2 2 2
9601 1 1 1 1 1 1 2 1 2 2
9602 1 1 1 1 1 1 1 2 1 2
9603 1 1 1 1 1 1 1 1 2 2
9604 2 1 1 1 1 1 1 2 1 2
9605 2 1 1 1 1 1 1 1 1 2
9606 2 1 1 2 1 1 1 2 2 2
9607 2 1 1 1 2 2 2 2 2 2
9608 2 1 1 1 1 1 1 1 2 2
9609 1 1 1 1 2 1 1 2 1 2
9610 2 1 1 1 1 1 2 2 1 2
9611 2 1 2 1 2 1 1 2 2 2
9612 1 1 1 1 1 1 1 1 1 2
9613 2 2 1 1 1 2 1 2 2 2
9614 2 2 1 1 2 2 2 2 2 2
9615 1 1 1 1 2 1 1 2 2 2
9616 1 2 1 1 1 1 1 2 1 2
9617 1 1 2 1 1 1 1 2 2 2
9618 2 1 2 1 1 2 2 2 2 2
9619 2 1 1 1 2 2 2 1 2 2
9620 2 1 1 1 1 1 1 2 1 2
9621 1 1 2 1 2 2 1 2 2 2
9622 2 2 2 1 1 2 2 2 2 2
9623 2 1 2 1 1 1 1 1 1 1
9624 2 2 2 1 1 1 1 2 2 2
9625 2 1 1 1 1 2 1 2 1 1
9626 2 1 1 2 1 2 1 2 1 2
9627 2 1 2 1 1 2 2 2 1 1
9628 1 2 1 1 1 1 1 2 2 2
9629 2 2 1 1 2 2 1 2 2 2
9630 2 1 1 1 1 1 1 1 1 1
9631 1 1 1 1 1 1 1 2 1 2
9632 1 2 2 2 1 2 2 2 2 2
9633 2 2 1 1 2 2 2 2 2 2
9634 2 2 2 1 2 1 2 2 2 2
9635 2 1 1 1 1 1 1 2 1 2
9636 2 1 1 1 1 2 1 2 2 2
9637 2 2 1 1 1 1 2 2 1 2
9638 2 1 1 1 1 1 1 2 2 2
9639 2 1 1 1 2 2 1 1 2 2
9640 2 1 1 1 1 1 1 2 1 2
9641 2 1 2 1 1 2 2 2 2 2
9642 2 2 2 2 1 2 2 2 2 2
9643 2 1 1 1 2 1 1 2 2 2
9644 2 1 1 1 1 1 1 2 2 2
9645 2 2 2 1 1 1 2 2 2 2
9646 2 2 1 1 1 1 2 2 2 2
9647 1 1 1 1 1 1 1 2 2 2
9648 2 2 1 1 1 1 2 2 2 2
9649 2 1 2 1 1 2 2 2 2 2
9650 2 1 1 2 2 2 2 2 2 2
9651 2 2 1 2 2 1 2 2 2 2
9652 2 2 1 1 1 2 1 2 1 2
9653 1 1 1 1 1 1 1 1 1 2
9654 1 1 2 1 1 1 2 2 2 2
9655 2 1 1 1 2 1 2 2 2 2
9656 2 1 1 1 1 2 2 2 2 2
9657 2 2 1 2 1 2 1 2 2 2
9658 2 1 1 1 2 2 2 2 2 2
9659 1 1 1 1 1 1 1 2 1 2
9660 2 2 1 1 1 2 2 2 2 2
9661 2 1 1 1 2 1 1 2 2 2
9662 1 1 1 2 1 1 1 2 1 2
9663 2 2 1 1 1 1 1 1 2 2
9664 2 1 2 1 1 2 1 2 2 2
9665 2 1 1 1 2 1 1 2 2 2
9666 2 1 1 1 1 2 2 1 2 2
9667 2 2 1 2 1 2 2 2 2 2
9668 1 2 2 1 2 2 2 2 2 2
9669 2 2 1 1 2 2 1 2 2 2
9670 2 1 1 2 1 1 1 1 1 2
9671 2 1 1 1 1 1 2 2 2 2
9672 1 2 1 1 1 2 1 2 2 2
9673 1 2 1 1 1 1 1 2 1 2
9674 2 2 2 1 1 2 2 2 2 2
9675 2 2 1 1 2 1 1 2 2 2
9676 2 1 1 1 1 1 1 2 2 2
9677 2 2 2 1 1 2 2 1 2 2
9678 2 2 2 2 2 2 2 1 2 2
9679 2 2 1 1 1 2 1 2 2 2
9680 2 2 2 2 1 1 1 2 2 1
9681 2 1 2 1 2 2 1 2 2 1
9682 1 1 2 2 1 2 1 2 2 2
9683 1 2 1 1 1 2 1 2 2 2
9684 2 1 2 2 1 1 1 2 2 2
9685 2 1 1 1 1 2 2 2 1 2
9686 2 1 1 1 1 1 1 2 2 2
9687 1 1 1 1 1 1 2 2 1 2
9688 2 2 1 1 2 1 1 2 2 2
9689 1 2 1 1 1 1 1 2 2 2
9690 2 2 1 2 1 1 1 2 2 2
9691 2 2 1 1 2 1 1 2 2 2
9692 1 2 1 1 1 1 1 1 2 2
9693 2 2 2 2 2 2 2 1 2 2
9694 2 2 1 1 1 2 1 2 2 2
9695 2 1 1 2 2 1 2 2 2 2
9696 2 1 1 2 1 1 2 2 1 2
9697 1 2 1 1 1 1 1 2 2 2
9698 2 2 1 2 2 2 2 2 2 2
9699 2 1 2 1 1 1 1 2 2 2
9700 2 1 1 2 1 1 1 2 1 2
9701 1 1 1 1 1 1 2 2 1 2
9702 1 1 1 2 1 1 1 2 1 2
9703 2 1 2 1 1 2 1 2 2 2
9704 2 2 2 1 2 2 2 1 2 2
9705 1 1 1 2 1 1 1 2 2 2
9706 2 2 2 2 2 2 2 2 2 2
9707 2 1 1 1 1 2 2 2 2 2
9708 2 1 1 1 2 2 2 2 2 2
9709 2 2 1 1 2 1 1 2 2 2
9710 1 2 1 1 2 2 1 2 1 2
9711 2 1 1 1 2 1 2 2 2 2
9712 1 1 1 1 1 1 1 2 1 2
9713 2 1 1 1 1 1 1 2 2 2
9714 2 1 1 1 1 2 1 1 2 2
9715 2 1 1 1 1 2 2 2 1 2
9716 1 1 1 1 1 1 1 2 2 2
9717 1 1 1 1 1 1 2 2 2 2
9718 2 1 1 1 1 1 1 2 2 2
9719 2 1 1 1 1 2 2 2 1 2
9720 1 1 1 1 1 1 2 2 2 2
9721 2 2 1 1 2 2 1 2 2 2
9722 1 2 1 1 2 1 1 2 2 2
9723 1 1 1 1 1 1 1 2 1 2
9724 2 1 1 2 1 1 1 2 2 2
9725 2 1 1 1 1 1 1 2 1 2
9726 1 1 1 1 1 1 1 2 1 2
9727 2 1 1 1 2 1 1 2 2 2
9728 1 1 1 2 1 1 1 1 2 2
9729 2 1 1 1 1 2 1 2 2 2
9730 2 2 1 1 1 2 2 2 2 2
9731 2 2 2 2 1 1 2 1 2 2
9732 2 1 1 1 2 2 1 2 2 2
9733 2 2 2 1 2 2 2 2 2 2
9734 2 2 1 2 2 2 1 2 2 2
9735 1 1 1 2 1 1 1 2 2 1
9736 2 1 1 2 2 1 1 1 2 2
9737 2 1 1 1 1 2 1 2 2 2
9738 2 1 2 1 1 1 2 2 2 2
9739 1 1 1 1 1 1 1 2 2 2
9740 1 2 1 1 2 1 1 2 1 2
9741 2 2 2 2 1 2 2 2 2 2
9742 2 1 1 2 1 1 1 2 2 2
9743 2 2 1 1 1 1 2 2 2 2
9744 1 2 1 2 1 1 2 2 1 2
9745 2 1 2 1 1 1 1 2 1 1
9746 1 2 1 1 2 2 2 2 2 2
9747 2 1 1 2 1 2 2 2 2 2
9748 1 1 1 1 1 1 1 2 1 1
9749 2 1 1 1 1 1 1 2 2 2
9750 1 1 2 1 1 1 1 2 1 2
9751 2 2 1 1 1 1 1 2 2 2
9752 1 2 1 1 2 1 1 2 2 2
9753 2 2 1 1 1 1 1 2 1 2
9754 2 1 1 2 2 1 1 1 2 2
9755 2 2 2 1 2 2 1 2 2 2
9756 2 1 2 1 1 1 1 2 2 2
9757 2 1 1 2 1 1 1 2 2 2
9758 2 1 1 2 1 1 1 2 2 2
9759 1 1 1 1 1 1 1 2 1 2
9760 2 2 1 1 1 1 1 2 2 2
9761 1 1 1 1 1 1 1 2 1 2
9762 2 1 1 2 1 2 2 2 1 2
9763 2 2 1 1 1 1 1 1 2 1
9764 2 1 2 1 2 2 2 2 2 2
9765 1 1 1 2 1 1 1 1 2 2
9766 2 1 1 1 1 1 2 2 2 2
9767 1 1 1 1 2 2 1 2 2 2
9768 2 1 1 1 1 1 1 2 2 2
9769 1 2 1 1 1 1 2 2 2 2
9770 2 1 1 2 1 1 1 2 2 2
9771 2 1 2 1 1 2 1 2 2 2
9772 2 1 2 1 1 1 1 2 2 2
9773 2 1 1 1 1 1 1 2 1 2
9774 2 2 1 1 2 2 1 2 2 2
9775 2 2 2 1 1 1 2 2 2 2
9776 2 1 1 1 2 2 2 2 2 2
9777 2 1 1 1 1 1 1 1 1 1
9778 2 1 1 2 2 1 1 2 2 2
9779 2 1 1 1 1 1 1 2 1 2
9780 2 1 1 1 1 1 1 2 2 2
9781 2 1 1 1 2 2 2 2 2 2
9782 1 1 2 1 1 1 1 2 2 2
9783 1 1 1 1 1 1 1 1 2 1
9784 2 1 1 2 2 1 1 2 2 2
9785 2 1 1 1 2 1 1 2 2 2
9786 1 2 1 1 1 1 2 2 1 2
9787 2 2 1 1 2 1 2 2 2 2
9788 2 2 1 1 2 1 2 2 2 2
9789 2 1 1 1 1 1 1 2 1 2
9790 2 1 1 1 1 2 1 2 2 2
9791 2 1 1 1 1 1 1 2 2 2
9792 1 1 1 1 2 1 2 2 1 2
9793 1 1 2 1 1 1 1 2 2 2
9794 2 1 1 2 2 1 1 2 2 2
9795 2 2 2 1 1 2 1 2 2 2
9796 2 1 1 1 2 2 2 2 2 2
9797 1 1 1 1 1 1 1 2 2 2
9798 2 2 1 1 1 2 2 2 2 2
9799 2 1 2 1 1 1 1 2 1 2
9800 2 1 2 1 1 1 1 2 2 2
9801 2 2 1 1 2 1 1 2 2 2
9802 2 1 1 2 1 1 1 2 2 2
9803 2 2 1 1 1 2 2 1 2 2
9804 1 2 1 1 2 1 1 2 1 2
9805 2 2 2 2 2 1 1 1 2 2
9806 2 2 1 1 1 2 2 2 2 1
9807 2 1 1 1 1 1 1 2 2 2
9808 2 2 1 1 2 2 2 2 2 2
9809 2 1 1 1 1 1 1 2 1 2
9810 1 2 1 2 1 1 2 2 2 2
9811 1 1 2 1 1 1 2 1 2 2
9812 2 2 2 1 1 1 2 2 2 2
9813 1 1 2 1 1 1 2 2 2 2
9814 2 2 2 1 1 1 2 2 2 2
9815 2 1 1 1 2 1 2 2 2 2
9816 2 2 2 1 1 1 2 2 2 2
9817 2 2 2 1 1 1 2 2 2 2
9818 2 1 2 1 2 2 1 1 2 2
9819 2 1 2 1 1 1 2 2 2 2
9820 2 2 2 1 1 2 2 2 2 2
9821 2 1 1 1 1 1 1 1 1 2
9822 2 1 2 2 1 1 1 2 1 2
9823 1 1 1 1 1 1 1 2 2 2
9824 1 1 1 1 1 1 1 2 2 2
9825 1 1 2 1 1 2 1 1 2 2
9826 2 2 1 1 1 1 1 2 2 2
9827 2 2 1 1 1 1 1 1 2 2
9828 1 1 1 1 1 2 1 1 2 1
9829 1 1 2 2 2 2 2 2 2 2
9830 1 1 1 1 1 2 1 2 2 2
9831 2 2 1 1 2 1 1 2 2 2
9832 2 1 1 2 1 1 1 2 1 2
9833 1 2 1 1 1 1 1 2 1 2
9834 2 1 2 1 2 1 1 1 2 2
9835 1 1 1 1 2 2 1 2 2 2
9836 1 1 2 1 1 2 1 2 2 2
9837 2 2 1 1 2 2 1 2 2 2
9838 2 2 2 2 2 2 2 2 2 2
9839 1 1 1 1 1 1 1 2 1 2
9840 2 1 1 1 2 2 2 2 2 2
9841 2 2 2 1 1 1 2 2 2 2
9842 1 1 1 1 1 1 1 2 2 2
9843 2 2 2 1 2 2 1 2 2 2
9844 2 2 2 1 1 1 2 2 2 2
9845 2 2 1 1 1 1 1 2 2 2
9846 1 1 2 2 1 2 2 2 2 2
9847 1 1 1 1 1 1 1 1 1 1
9848 1 1 1 1 1 1 1 2 1 2
9849 2 1 2 1 1 1 1 2 1 2
9850 2 2 1 1 2 2 2 2 2 1
9851 1 1 1 1 1 1 1 1 1 2
9852 2 1 1 1 2 1 1 2 2 2
9853 1 1 1 1 1 1 1 1 2 1
9854 2 1 1 1 1 1 2 2 1 2
9855 2 1 1 2 2 2 1 2 2 2
9856 1 1 1 1 1 1 1 2 1 1
9857 2 1 1 1 1 1 2 2 2 1
9858 2 2 2 1 2 2 2 2 2 2
9859 2 2 1 1 1 1 2 2 2 2
9860 2 2 1 1 1 1 2 2 1 2
9861 2 2 1 2 1 2 2 2 2 2
9862 1 2 1 1 1 2 1 2 2 2
9863 2 2 1 1 2 2 1 2 2 2
9864 2 2 1 1 1 1 1 2 1 2
9865 1 2 1 1 1 1 2 2 1 2
9866 1 2 1 1 1 1 2 2 2 2
9867 2 1 2 1 1 1 1 2 1 2
9868 2 2 2 1 1 2 1 1 2 2
9869 1 1 1 1 1 1 1 2 1 2
9870 2 1 1 1 1 1 1 2 1 2
9871 2 1 1 1 1 1 1 2 1 1
9872 2 2 1 1 2 1 2 2 2 2
9873 2 1 1 2 1 1 1 2 1 2
9874 2 1 1 1 1 1 1 2 2 2
9875 1 1 1 1 1 1 1 2 1 2
9876 2 2 1 1 1 1 1 2 1 2
9877 2 1 1 1 1 1 2 2 2 2
9878 1 1 1 1 1 1 1 2 2 2
9879 2 1 1 2 1 2 1 2 2 2
9880 2 2 1 2 1 1 1 1 2 2
9881 1 1 2 2 1 1 1 2 2 2
9882 2 1 1 1 1 1 2 2 2 2
9883 2 1 1 1 1 1 2 2 2 2
9884 2 2 2 2 2 2 1 2 2 2
9885 2 1 2 2 2 2 1 2 2 2
9886 2 1 2 1 1 1 2 2 2 2
9887 2 2 1 1 1 1 1 2 2 2
9888 2 2 1 1 1 1 2 2 1 2
9889 2 1 1 2 1 1 1 2 1 2
9890 2 2 2 2 2 2 2 2 2 2
9891 2 1 1 2 1 1 1 2 1 2
9892 2 1 1 2 1 1 1 2 1 2
9893 2 1 2 1 1 1 1 1 1 1
9894 2 1 1 1 1 1 1 2 2 2
9895 2 1 1 1 1 2 1 1 2 2
9896 2 2 2 2 2 2 1 2 2 2
9897 2 2 1 1 1 2 2 2 2 2
9898 2 1 2 1 2 1 1 2 1 2
9899 1 1 1 1 2 1 1 2 2 1
9900 2 1 2 1 1 1 1 1 1 2
9901 2 1 2 1 1 1 1 1 1 2
9902 2 1 1 1 1 1 1 2 2 2
9903 2 2 2 2 1 1 1 2 2 2
9904 1 1 1 1 1 1 1 2 1 2
9905 2 2 2 2 2 2 2 2 2 2
9906 1 1 2 1 1 2 2 1 2 2
9907 2 1 1 1 1 1 1 2 2 2
9908 2 1 2 2 1 1 1 2 1 2
9909 2 2 2 2 1 1 2 2 2 2
9910 1 2 1 1 1 2 1 2 2 2
9911 2 1 1 1 2 2 1 1 2 2
9912 2 2 1 1 1 1 1 2 1 2
9913 1 1 2 1 2 1 2 2 2 2
9914 2 1 2 1 1 1 1 1 2 2
9915 2 1 1 2 1 1 1 2 2 2
9916 2 1 2 1 1 1 1 1 2 2
9917 2 2 1 2 2 2 1 2 2 2
9918 2 2 2 1 1 2 1 2 2 2
9919 2 2 1 1 2 1 1 2 2 2
9920 2 2 1 1 1 1 1 2 2 2
9921 2 1 1 2 1 1 1 2 2 2
9922 2 1 1 1 1 2 1 2 1 2
9923 2 1 2 1 1 1 1 1 2 2
9924 2 1 1 1 1 1 2 2 1 2
9925 1 2 2 1 1 1 2 2 2 2
9926 2 2 1 1 1 2 2 1 2 1
9927 1 1 2 1 1 1 2 1 2 2
9928 1 1 1 1 1 1 1 2 1 2
9929 2 2 2 1 1 1 2 1 2 2
9930 2 1 1 1 2 2 1 2 2 2
9931 2 1 1 1 2 2 1 2 2 2
9932 2 2 1 1 1 1 1 1 2 1
9933 2 1 1 1 2 2 1 2 2 1
9934 2 1 2 1 2 1 2 2 2 2
9935 2 2 2 1 1 1 2 2 2 2
9936 2 2 1 1 1 1 1 2 2 2
9937 2 1 1 1 1 1 1 2 1 2
9938 2 1 2 1 1 1 1 1 1 2
9939 1 2 1 1 1 2 2 2 2 2
9940 2 1 1 2 1 1 1 2 2 2
9941 2 1 1 1 1 2 1 1 1 1
9942 2 2 1 1 2 2 2 2 2 2
9943 1 1 1 1 2 1 2 2 2 2
9944 2 2 1 1 1 2 1 2 2 2
9945 2 2 2 2 2 2 2 2 2 2
9946 2 1 1 1 1 2 2 2 2 2
9947 2 2 2 2 2 2 2 1 2 2
9948 2 2 1 1 1 1 2 2 2 2
9949 1 2 2 1 1 2 2 2 2 2
9950 2 1 2 1 1 1 1 2 1 2
9951 2 1 1 1 1 2 2 2 1 2
9952 2 1 2 1 1 1 1 2 1 2
9953 2 1 2 1 1 1 1 2 1 2
9954 2 2 1 1 2 2 1 2 2 2
9955 2 1 2 1 1 1 1 2 1 2
9956 1 2 1 1 1 1 1 2 2 2
9957 1 1 1 1 1 1 1 1 1 1
9958 2 1 1 1 1 1 2 2 1 2
9959 2 1 1 2 1 1 1 1 2 2
9960 1 1 1 1 1 1 1 2 2 1
9961 2 1 1 1 1 2 2 2 1 2
9962 1 2 1 1 1 1 1 2 2 2
9963 2 1 1 1 1 1 2 2 2 2
9964 2 2 1 2 1 1 1 2 2 1
9965 2 1 1 1 2 2 1 2 2 2
9966 2 2 2 1 2 1 2 2 2 2
9967 1 1 2 1 1 1 1 2 2 1
9968 2 2 1 1 2 2 2 2 2 2
9969 2 1 2 1 1 1 1 2 1 2
9970 1 2 2 2 2 1 2 2 2 2
9971 1 1 1 1 1 1 2 1 1 2
9972 2 2 1 1 2 2 1 2 2 2
9973 2 2 1 1 1 2 1 2 2 2
9974 2 1 2 1 1 1 1 2 2 1
9975 1 2 1 1 2 1 1 2 2 2
9976 1 2 1 1 1 1 2 2 2 2
9977 2 1 2 1 2 1 2 1 1 2
9978 1 1 1 1 1 1 2 1 1 2
9979 1 1 1 1 1 1 1 1 2 2
9980 2 1 1 1 1 1 1 2 2 2
9981 2 1 1 1 1 2 1 2 2 2
9982 1 1 1 1 2 1 1 2 2 2
9983 2 1 2 1 2 2 2 1 2 2
9984 2 2 2 1 1 1 2 1 1 1
9985 2 1 1 1 2 2 2 2 2 2
9986 2 2 1 1 2 1 2 2 2 2
9987 1 2 1 1 1 1 1 2 2 1
9988 2 2 1 1 1 2 2 2 2 2
9989 2 1 1 1 1 1 1 2 2 2
9990 1 2 1 1 1 1 1 2 1 2
9991 2 2 1 1 1 1 1 2 1 2
9992 2 1 2 1 1 1 1 2 2 2
9993 2 2 1 1 2 1 2 2 2 2
9994 2 2 1 1 2 1 1 2 2 2
9995 2 2 1 1 2 2 2 2 2 2
9996 2 1 1 1 2 2 2 1 2 2
9997 2 2 1 2 1 2 1 2 2 2
9998 2 1 1 1 1 1 1 2 2 2
9999 2 1 2 1 1 1 1 2 2 2
10000 1 1 2 1 1 1 1 2 1 2
10001 2 2 1 1 2 2 1 2 2 2
10002 2 2 1 1 2 1 2 2 2 2
10003 1 1 1 1 1 1 1 1 1 1
10004 1 1 2 1 1 2 1 2 2 2
10005 1 2 1 1 1 1 2 2 2 2
10006 1 1 1 1 1 1 1 2 1 1
10007 1 2 1 1 1 1 1 2 2 2
10008 2 2 1 2 1 1 1 2 2 2
10009 2 1 1 1 1 1 2 2 2 2
10010 1 1 2 1 1 1 2 2 1 1
10011 2 2 1 1 2 1 2 2 2 2
10012 2 1 2 1 1 1 1 2 2 2
10013 2 2 2 2 1 2 2 2 2 2
10014 1 1 1 2 2 1 1 2 2 2
10015 2 1 2 2 1 1 2 2 2 2
10016 2 1 2 1 1 1 1 2 2 2
10017 2 1 1 1 2 1 1 2 2 2
10018 2 2 1 1 1 2 2 1 2 2
10019 2 1 1 1 1 1 1 2 2 2
10020 2 1 1 1 1 1 1 2 2 2
10021 2 1 1 1 1 1 1 1 1 2
10022 2 1 1 1 1 2 2 2 2 2
10023 2 1 1 1 1 1 1 2 1 2
10024 2 1 1 1 2 1 2 2 2 2
10025 2 2 2 1 2 2 2 2 2 2
10026 2 2 1 1 1 1 2 1 1 2
10027 1 1 1 1 2 1 1 2 2 2
10028 2 1 2 2 2 2 2 2 2 2
10029 1 1 1 1 1 2 1 2 1 2
10030 2 1 1 1 1 2 2 2 2 2
10031 2 2 1 2 2 2 2 2 2 2
10032 2 1 1 1 2 1 1 1 2 2
10033 2 2 1 1 1 1 1 2 2 2
10034 1 1 1 1 1 1 1 2 2 2
10035 2 1 1 1 1 1 1 2 2 2
10036 1 2 2 2 2 1 2 2 2 2
10037 2 1 2 1 1 1 1 2 2 2
10038 1 1 1 1 2 2 1 2 2 2
10039 2 2 2 2 2 2 2 2 2 2
10040 2 2 1 1 1 1 1 2 2 2
10041 1 2 2 2 2 1 2 2 2 2
10042 2 2 2 1 1 1 1 2 2 2
10043 1 1 1 1 1 1 1 1 1 1
10044 1 2 1 1 2 2 1 2 2 2
10045 2 2 2 1 2 2 1 1 2 2
10046 1 1 1 1 1 1 1 2 2 2
10047 1 2 1 1 1 2 2 1 2 2
10048 2 2 1 1 2 1 2 2 2 2
10049 2 2 2 1 1 1 1 2 2 2
10050 2 2 1 1 2 1 2 2 2 2
10051 2 1 2 1 1 1 2 2 1 1
10052 2 2 2 2 2 2 2 2 2 2
10053 2 1 1 1 1 2 1 2 2 2
10054 2 1 2 1 1 2 1 2 2 1
10055 2 2 1 1 2 2 2 2 2 2
10056 1 2 1 1 1 2 2 2 2 2
10057 1 2 1 1 2 2 2 1 2 2
10058 1 2 1 1 1 1 2 2 2 2
10059 1 1 1 1 1 1 2 1 1 2
10060 2 2 1 1 2 2 1 2 2 2
10061 1 1 2 1 1 1 1 2 2 1
10062 2 2 1 1 1 1 1 2 2 2
10063 2 1 2 2 1 1 1 1 1 1
10064 1 2 2 2 2 2 1 2 2 2
10065 2 1 1 1 1 2 1 2 1 2
10066 2 1 1 1 1 2 1 1 2 2
10067 2 2 1 1 2 1 2 2 2 2
10068 1 2 1 1 1 1 1 2 2 2
10069 2 1 1 1 2 2 1 2 2 2
10070 2 2 2 1 1 1 1 2 2 2
10071 2 2 1 1 1 1 2 2 2 2
10072 2 2 1 2 2 2 2 2 2 2
10073 2 2 1 1 2 2 2 2 2 2
10074 2 1 1 1 2 1 1 2 1 2
10075 2 2 1 1 1 1 2 2 2 2
10076 2 2 2 1 1 1 1 2 2 2
10077 1 2 1 1 1 1 1 2 1 2
10078 1 1 2 2 2 1 2 2 2 2
10079 1 1 1 1 1 1 1 1 2 1
10080 2 1 1 1 1 1 2 1 1 2
10081 2 2 2 2 1 2 2 2 2 2
10082 1 1 2 1 1 1 2 2 2 1
10083 2 1 2 1 1 1 2 2 2 2
10084 2 1 1 2 1 1 1 1 1 2
10085 1 1 1 1 1 2 1 2 2 2
10086 2 2 1 1 1 2 2 2 2 2
10087 1 2 1 1 1 2 2 2 2 2
10088 1 1 1 1 2 1 1 2 2 2
10089 2 2 2 2 1 2 1 2 2 2
10090 2 2 2 2 2 2 1 2 2 2
10091 1 1 2 2 2 1 2 2 2 2
10092 1 2 2 2 2 2 2 2 2 2
10093 1 2 1 1 1 1 1 2 1 2
10094 2 1 2 1 1 1 2 2 2 2
10095 2 2 1 2 2 2 2 2 2 2
10096 2 2 1 1 1 2 2 2 2 2
10097 2 1 2 1 2 2 2 1 2 2
10098 1 1 1 1 1 1 1 2 2 2
10099 2 2 1 1 2 2 2 2 2 2
10100 2 1 1 1 2 2 2 2 2 2
10101 2 1 2 1 1 2 1 1 1 2
10102 2 1 1 1 1 1 1 2 2 2
10103 2 2 2 1 1 2 1 2 2 2
10104 2 2 1 1 1 1 1 2 2 2
10105 1 2 1 1 2 1 2 2 2 2
10106 2 2 2 1 1 1 1 2 1 2
10107 2 2 1 1 1 1 2 2 2 2
10108 1 2 1 2 1 1 1 2 2 2
10109 2 2 1 1 1 1 2 2 2 1
10110 1 2 1 1 1 1 2 2 2 1
10111 1 2 1 2 1 2 1 1 2 2
10112 2 2 1 2 2 1 2 2 2 2
10113 2 2 2 2 2 1 1 2 2 2
10114 2 1 1 1 1 1 1 2 1 2
10115 1 1 1 1 1 1 1 1 2 2
10116 2 1 2 1 1 2 1 1 2 2
10117 2 1 1 2 1 1 2 2 2 2
10118 1 1 1 1 1 1 1 1 1 1
10119 2 2 1 1 2 2 2 2 2 2
10120 2 1 2 1 1 2 1 2 1 1
10121 1 1 1 1 1 2 1 1 2 2
10122 2 2 1 1 2 2 1 2 2 2
10123 2 1 1 1 1 2 2 2 2 2
10124 2 2 2 2 2 2 2 2 2 2
10125 1 1 1 1 1 1 1 2 1 2
10126 2 1 1 2 2 2 1 2 2 2
10127 2 1 2 1 1 1 1 2 1 2
10128 2 2 2 1 2 2 1 2 2 2
10129 1 1 2 2 1 1 1 2 2 2
10130 2 1 2 2 1 1 2 2 2 2
10131 1 1 2 2 2 1 1 2 2 2
10132 2 2 2 1 2 2 2 1 2 2
10133 2 1 1 1 1 2 1 2 2 2
10134 1 2 1 1 1 1 1 2 1 2
10135 1 1 1 1 1 1 1 2 2 2
10136 1 2 2 2 2 2 2 2 2 2
10137 2 1 1 1 1 2 1 2 2 2
10138 2 2 2 2 2 2 2 2 2 2
10139 1 1 2 2 2 1 2 2 2 2
10140 2 1 1 1 2 2 2 2 2 2
10141 2 1 2 1 1 1 1 2 2 2
10142 2 1 1 1 1 2 1 2 2 2
10143 2 1 2 1 1 2 1 2 2 2
10144 2 2 1 1 1 2 2 2 1 2
10145 2 1 1 1 1 1 2 1 1 1
10146 2 1 1 1 1 1 1 2 2 2
10147 1 2 1 1 1 1 1 2 1 2
10148 2 2 1 1 1 2 2 2 2 2
10149 2 2 2 2 1 1 2 2 2 2
10150 2 1 2 2 1 1 1 2 2 2
10151 2 1 1 2 1 2 1 2 2 2
10152 1 1 1 1 1 1 1 2 2 2
10153 2 1 1 1 1 1 1 1 1 2
10154 2 1 1 1 1 1 1 1 2 2
10155 2 2 1 1 1 1 1 2 2 2
10156 1 2 1 1 1 1 1 2 1 2
10157 1 2 2 2 1 2 2 2 2 2
10158 1 1 1 1 1 1 1 2 1 2
10159 2 2 2 2 1 1 2 2 2 2
10160 2 1 2 1 1 2 2 1 1 2
10161 2 2 2 2 2 2 2 2 2 2
10162 2 1 1 1 1 2 2 2 1 2
10163 1 1 1 1 1 1 1 2 1 2
10164 2 1 1 1 1 1 1 2 1 2
10165 2 2 2 1 1 1 1 1 2 2
10166 2 2 1 1 2 1 2 2 2 2
10167 2 1 1 1 1 2 1 2 2 2
10168 2 1 1 1 1 2 1 2 2 2
10169 2 2 2 2 2 2 2 2 1 2
10170 2 1 2 1 1 2 1 1 2 2
10171 2 1 1 2 1 2 2 2 2 2
10172 2 1 2 1 1 2 1 2 2 2
10173 2 1 1 1 1 1 2 2 2 2
10174 1 2 1 1 1 1 1 2 1 2
10175 2 2 2 2 1 2 1 2 2 2
10176 2 2 2 2 2 2 2 2 2 2
10177 1 1 1 1 1 1 1 1 1 2
10178 2 2 1 1 2 2 2 2 2 2
10179 2 2 2 1 1 2 1 2 2 2
10180 2 1 2 1 2 2 2 2 2 2
10181 1 1 1 1 1 1 1 1 1 2
10182 2 2 1 1 2 2 2 2 2 2
10183 2 1 1 1 1 1 2 2 2 2
10184 2 2 2 1 2 2 2 2 2 2
10185 2 2 2 2 1 2 2 2 2 2
10186 2 1 1 1 2 2 2 2 2 2
10187 1 1 2 1 1 1 2 2 2 2
10188 2 1 1 1 1 1 1 1 2 2
10189 1 2 1 1 1 1 1 2 2 2
10190 2 1 2 1 1 1 1 2 1 2
10191 2 2 2 1 2 1 1 1 2 2
10192 2 2 2 2 1 2 2 1 1 2
10193 2 1 1 1 2 2 2 2 2 2
10194 2 2 1 1 1 2 2 2 1 2
10195 2 1 1 1 1 2 1 2 2 2
10196 2 2 1 1 1 1 1 1 2 1
10197 2 2 2 1 2 2 1 2 2 2
10198 2 1 1 2 1 2 2 2 2 2
10199 2 1 1 1 2 1 1 1 2 2
