id anexLCA anhrLCA ancpLCA antdLCA andeLCA anpfCA anrcLCA anofLCA antgLCA anasLCA
2389 1 2 2 1 1 1 1 2 2 2
2390 2 1 1 1 1 1 1 1 1 2
2391 1 1 1 1 1 1 1 1 1 2
2392 2 2 1 1 1 2 1 2 2 2
2393 1 1 1 1 1 1 1 2 1 2
2394 1 2 1 1 1 2 1 2 2 2
2395 1 1 1 1 1 1 1 2 2 2
2396 2 1 1 1 1 1 1 2 1 2
2397 2 1 2 2 2 2 2 1 2 2
2398 1 1 1 1 1 1 1 1 2 2
2399 1 1 1 1 1 1 1 1 1 2
2400 2 1 1 1 2 2 2 2 2 2
2401 1 2 1 1 1 1 1 2 1 2
2402 2 2 1 1 1 2 2 2 2 2
2403 2 1 1 1 1 2 1 2 1 2
2404 2 2 1 1 1 2 1 2 2 2
2405 2 1 1 1 2 1 2 2 2 2
2406 2 2 1 1 2 1 1 2 2 2
2407 2 1 2 1 1 2 1 2 2 2
2408 1 2 1 1 1 2 2 2 2 2
2409 1 1 1 1 1 1 2 2 1 2
2410 1 1 1 1 1 1 1 1 2 1
2411 2 2 2 1 2 2 2 1 2 2
2412 2 2 1 2 2 1 1 2 2 2
2413 2 1 1 2 1 1 2 1 2 2
2414 2 2 1 1 1 1 2 2 2 2
2415 1 1 1 1 1 2 1 1 2 2
2416 2 2 2 1 1 1 2 1 1 1
2417 2 2 1 1 2 1 2 2 2 2
2418 1 2 1 1 1 1 1 2 1 2
2419 1 1 1 1 1 1 1 2 2 2
2420 2 1 1 1 1 1 1 2 2 2
2421 1 1 1 1 1 1 1 2 1 1
2422 1 1 1 2 1 2 2 2 1 2
2423 2 1 1 1 2 2 2 2 2 2
2424 2 1 2 1 1 1 1 2 2 2
2425 2 1 1 1 1 1 1 2 1 2
2426 2 1 1 1 2 1 2 2 2 2
2427 1 1 1 1 1 2 1 2 2 2
2428 2 1 1 1 1 1 2 2 2 2
2429 1 1 1 1 1 2 2 2 2 2
2430 1 1 1 1 2 2 2 1 2 2
2431 2 1 1 1 1 1 1 1 1 2
2432 2 2 2 1 1 2 2 2 2 2
2433 2 1 1 1 1 1 1 2 2 2
2434 2 2 2 1 1 1 2 2 2 2
2435 2 2 1 1 2 1 1 2 2 2
2436 2 1 2 1 1 1 1 2 2 2
2437 1 1 2 1 1 2 2 2 2 2
2438 2 2 1 2 2 1 2 2 2 2
2439 2 1 1 1 1 2 1 2 1 2
2440 2 1 1 1 1 1 1 2 2 1
2441 2 2 2 1 1 2 2 1 2 2
2442 1 2 1 1 1 1 2 2 1 2
2443 2 1 2 2 1 1 1 1 1 1
2444 2 1 2 1 1 1 2 2 1 2
2445 2 2 1 1 2 2 1 1 2 2
2446 2 1 1 2 1 1 1 1 1 1
2447 2 1 2 1 1 1 2 2 1 2
2448 1 1 1 1 1 1 1 1 1 2
2449 2 1 1 1 2 1 2 2 2 2
2450 1 2 1 1 2 2 2 2 2 2
2451 1 2 1 2 1 1 1 2 2 2
2452 1 1 1 1 1 1 1 2 1 2
2453 2 2 2 2 2 2 1 2 2 2
2454 2 2 1 1 1 1 1 2 2 2
2455 1 1 1 1 1 1 2 2 2 1
2456 1 1 1 1 1 1 1 2 2 2
2457 1 2 1 1 1 1 2 2 1 2
2458 1 2 1 1 1 1 2 2 2 2
2459 2 1 1 1 1 2 1 2 1 2
2460 1 1 1 1 1 2 1 1 2 2
2461 2 1 2 2 2 2 2 2 2 2
2462 2 2 1 1 2 2 1 2 2 2
2463 2 2 1 1 1 1 2 2 1 2
2464 2 1 1 1 1 1 1 1 2 2
2465 2 1 1 2 2 2 2 2 2 2
2466 2 1 1 1 1 1 1 1 1 2
2467 1 1 1 1 1 1 1 2 1 2
2468 2 1 1 2 1 2 2 2 2 2
2469 1 2 1 2 2 1 2 2 2 2
2470 1 1 2 2 1 1 1 2 1 2
2471 2 2 1 2 1 1 2 2 1 2
2472 2 2 1 1 1 1 2 2 2 2
2473 1 1 1 1 2 1 1 1 1 2
2474 1 1 1 1 1 1 1 1 1 1
2475 2 2 1 1 2 2 1 2 2 2
2476 2 2 2 1 2 2 1 2 2 2
2477 1 1 1 1 1 1 2 2 2 2
2478 1 2 1 1 1 1 1 2 1 2
2479 2 1 1 1 1 2 1 2 2 2
2480 1 2 1 1 1 1 1 2 2 2
2481 1 2 2 2 2 2 2 2 2 2
2482 1 1 1 1 1 1 1 2 2 2
2483 2 2 1 1 1 1 2 2 2 2
2484 1 1 1 1 1 2 1 2 2 2
2485 2 1 1 1 1 1 2 2 2 2
2486 1 1 1 1 1 1 1 2 2 2
2487 2 1 1 1 1 1 1 2 2 1
2488 2 2 1 1 2 2 1 2 2 2
2489 2 2 1 1 2 2 1 2 1 1
2490 2 2 2 1 1 1 1 2 2 2
2491 2 1 1 1 1 1 1 1 2 2
2492 2 1 1 1 1 1 1 2 1 2
2493 1 2 1 2 1 1 1 2 2 1
2494 2 1 1 1 1 1 1 2 2 2
2495 2 1 1 1 1 2 2 2 2 2
2496 2 1 1 1 1 1 2 2 1 2
2497 2 1 1 1 1 1 1 2 1 1
2498 2 2 1 1 1 2 1 2 2 2
2499 1 1 1 1 1 1 1 2 1 2
2500 2 2 1 1 1 1 2 2 2 2
2501 1 1 1 1 1 1 2 1 2 2
2502 2 2 2 1 2 2 2 2 2 2
2503 2 2 1 1 1 1 1 2 2 2
2504 2 1 1 1 1 1 1 2 1 1
2505 2 2 1 1 2 1 2 2 2 1
2506 2 1 2 1 1 1 1 2 1 2
2507 1 2 1 1 1 2 1 2 2 2
2508 2 1 1 1 2 1 1 1 2 2
2509 1 2 1 1 2 1 1 2 2 2
2510 2 1 1 1 1 1 2 1 2 2
2511 2 2 1 1 1 2 1 2 2 2
2512 2 2 1 1 2 1 2 2 2 2
2513 2 1 1 1 1 1 1 2 1 1
2514 1 1 2 1 1 1 1 2 1 1
2515 1 2 1 1 1 1 2 2 1 1
2516 2 2 1 1 2 1 1 2 2 2
2517 1 1 1 1 1 2 1 2 2 2
2518 2 2 1 1 2 2 1 2 2 2
2519 1 1 2 2 1 1 1 2 2 2
2520 2 1 1 1 1 1 1 2 2 2
2521 1 1 1 1 1 1 2 2 1 2
2522 2 2 1 1 1 2 1 2 2 2
2523 1 1 1 1 1 1 1 2 1 2
2524 1 1 1 1 1 2 1 2 1 2
2525 2 1 1 1 2 1 2 1 2 2
2526 2 1 1 1 1 1 1 2 2 2
2527 1 1 1 1 1 1 1 2 2 2
2528 2 1 1 1 1 2 1 2 2 2
2529 2 2 1 1 2 1 1 2 2 2
2530 2 1 1 1 1 2 2 2 2 2
2531 2 1 2 1 1 2 2 2 2 2
2532 2 2 1 1 2 2 2 2 2 2
2533 2 1 1 1 2 1 2 2 2 2
2534 1 1 1 1 2 1 1 1 1 2
2535 2 2 1 1 1 2 2 2 2 2
2536 1 1 2 2 1 1 2 2 2 2
2537 1 2 1 1 1 1 1 2 2 2
2538 2 1 1 2 1 1 1 1 2 2
2539 1 2 1 1 1 1 2 2 1 2
2540 2 2 1 1 1 2 1 2 2 2
2541 2 1 1 1 1 1 1 2 2 2
2542 2 2 2 1 1 1 2 2 2 2
2543 1 2 1 2 2 1 2 2 2 2
2544 1 1 1 1 1 1 1 2 2 1
2545 2 1 1 2 1 1 1 2 2 2
2546 2 2 1 1 2 2 2 2 2 2
2547 2 1 2 1 1 1 1 2 2 2
2548 2 1 1 1 1 1 1 1 1 1
2549 2 2 2 1 2 2 2 2 2 2
2550 2 1 1 1 1 1 1 2 2 2
2551 2 1 1 1 1 2 1 2 2 2
2552 2 2 1 2 1 1 1 2 2 2
2553 1 2 1 1 1 2 1 2 2 2
2554 1 2 1 2 1 1 1 1 2 2
2555 2 1 1 1 1 1 1 2 1 2
2556 2 1 2 1 1 2 2 2 2 2
2557 1 2 1 1 2 2 2 2 2 2
2558 2 2 1 2 1 2 1 2 2 2
2559 1 2 1 1 1 1 1 1 2 1
2560 1 1 1 1 1 1 1 2 2 2
2561 1 2 1 1 1 1 1 1 1 2
2562 2 2 1 1 2 1 1 2 2 1
2563 2 2 1 1 2 1 1 1 2 2
2564 1 2 2 2 2 2 2 2 2 2
2565 1 1 1 1 1 1 1 2 1 2
2566 2 2 1 1 1 1 2 2 1 2
2567 1 2 2 2 1 2 2 2 2 2
2568 2 1 2 2 1 1 1 1 2 1
2569 2 2 2 1 2 1 1 2 2 2
2570 2 1 1 1 1 1 1 1 2 1
2571 1 1 1 1 1 1 1 2 1 2
2572 1 1 1 1 1 1 1 2 2 2
2573 2 2 2 2 2 2 2 2 2 2
2574 1 1 1 1 1 1 1 2 1 2
2575 1 1 1 1 2 1 1 1 2 2
2576 2 2 2 2 1 1 2 2 2 2
2577 1 1 1 1 1 2 1 2 2 2
2578 2 1 1 1 1 2 1 1 1 2
2579 1 1 1 1 1 1 1 1 1 1
2580 1 1 1 1 1 1 1 2 2 2
2581 2 1 2 1 2 2 1 2 2 2
2582 2 2 2 1 1 2 2 2 2 2
2583 1 2 1 1 1 1 1 2 2 2
2584 2 2 1 2 1 1 2 2 2 2
2585 2 2 1 1 2 1 2 2 2 2
2586 2 1 1 1 1 1 1 1 1 2
2587 2 1 1 1 2 1 1 2 2 2
2588 2 1 2 1 1 2 1 2 2 2
2589 1 2 1 1 2 1 1 2 1 2
2590 2 1 1 1 1 1 1 2 1 2
2591 1 1 1 1 1 1 1 1 1 2
2592 2 2 1 1 1 1 1 2 2 2
2593 2 2 1 2 1 2 2 2 2 2
2594 1 1 1 1 1 1 1 1 1 1
2595 1 2 2 2 1 2 2 2 1 2
2596 2 1 1 1 1 2 2 1 2 2
2597 1 1 1 1 1 1 1 1 2 1
2598 1 2 1 1 1 2 1 1 1 2
2599 2 2 2 2 1 1 2 2 2 2
2600 2 1 1 1 2 1 2 2 2 2
2601 1 1 1 1 1 1 1 1 1 2
2602 1 2 1 1 1 1 1 2 2 1
2603 1 1 1 1 1 1 1 2 2 2
2604 2 2 1 1 1 2 2 2 2 2
2605 1 1 1 1 1 1 1 2 1 2
2606 1 1 1 1 1 1 1 2 2 2
2607 2 2 1 1 2 1 2 2 2 2
2608 2 2 1 2 1 2 2 2 2 2
2609 2 1 1 2 1 1 1 1 1 2
2610 2 2 1 1 1 1 2 2 1 2
2611 2 1 1 1 1 2 1 2 2 2
2612 2 1 1 2 1 2 2 2 1 2
2613 2 1 1 1 1 1 1 2 2 2
2614 2 1 1 2 1 1 1 2 1 2
2615 2 1 1 2 1 1 1 2 2 2
2616 2 2 1 1 1 2 2 2 1 2
2617 2 1 1 2 1 1 1 2 2 2
2618 2 1 1 1 1 1 1 2 2 2
2619 1 1 1 1 1 1 1 2 1 2
2620 1 2 2 2 2 1 1 2 2 2
2621 2 1 1 1 1 1 1 2 2 2
2622 2 1 1 1 1 1 1 2 2 2
2623 1 2 1 1 1 1 1 2 1 2
2624 2 1 1 1 1 1 1 2 2 2
2625 1 1 1 1 1 2 2 2 2 2
2626 2 2 1 1 2 2 2 2 2 2
2627 1 1 1 1 1 1 1 2 1 2
2628 2 1 1 1 1 1 1 2 1 2
2629 1 1 1 1 2 1 1 2 1 2
2630 1 1 1 1 1 1 1 2 2 2
2631 2 2 1 1 1 1 1 2 1 2
2632 2 2 1 1 1 2 1 2 2 2
2633 1 1 1 1 2 1 1 2 2 2
2634 2 2 1 1 1 1 1 2 2 1
2635 1 1 2 1 1 1 1 2 2 2
2636 2 2 1 1 1 1 2 2 2 2
2637 2 2 1 1 1 1 1 2 1 2
2638 2 1 1 1 1 1 2 2 2 2
2639 2 1 1 2 1 2 2 2 2 2
2640 1 1 1 1 1 1 1 1 1 2
2641 2 2 2 2 2 1 2 2 2 2
2642 2 2 1 1 1 1 1 1 1 2
2643 1 1 1 1 1 1 1 1 1 2
2644 2 2 2 1 1 2 2 2 2 2
2645 1 1 1 1 1 1 1 2 2 2
2646 1 1 1 1 1 1 2 2 2 2
2647 2 2 2 2 2 2 2 2 2 2
2648 2 2 1 1 2 1 1 2 2 2
2649 2 2 1 1 1 1 1 2 1 2
2650 2 1 1 1 1 1 1 1 2 2
2651 2 1 1 1 1 1 2 2 2 2
2652 1 2 1 1 1 2 1 2 1 2
2653 2 2 2 1 1 1 2 2 2 2
2654 1 1 1 1 1 1 1 2 1 2
2655 1 1 1 1 1 1 1 2 1 2
2656 1 1 2 2 2 1 2 2 2 2
2657 2 2 1 2 2 1 2 2 2 2
2658 2 1 1 1 1 1 1 2 2 2
2659 1 1 2 1 1 1 1 2 2 2
2660 1 2 1 1 1 1 1 2 2 2
2661 2 2 1 1 1 2 2 2 2 2
2662 2 1 1 1 1 2 2 2 1 2
2663 2 2 1 1 1 1 1 2 2 2
2664 2 2 1 1 1 2 1 2 2 2
2665 1 2 1 1 1 1 1 2 1 2
2666 1 1 1 1 1 1 1 2 2 2
2667 1 1 1 1 1 1 1 2 2 2
2668 2 1 1 1 2 2 1 2 2 2
2669 2 1 1 1 1 2 2 1 2 2
2670 1 1 1 1 1 2 2 2 2 2
2671 2 1 2 2 1 1 1 2 2 2
2672 2 2 1 1 1 2 1 2 1 2
2673 2 2 1 2 2 1 2 2 2 1
2674 1 1 1 1 2 1 1 2 2 2
2675 2 2 1 1 2 1 1 2 1 2
2676 2 1 2 1 1 1 2 2 2 2
2677 1 2 1 1 2 1 1 2 2 2
2678 1 1 1 2 1 1 1 2 1 1
2679 1 2 1 2 1 2 1 2 2 2
2680 1 1 1 1 2 1 1 1 2 2
2681 2 1 1 1 1 1 2 2 1 1
2682 2 1 1 2 1 1 1 1 1 1
2683 2 2 2 1 1 2 1 2 1 2
2684 1 1 1 1 1 1 1 2 2 1
2685 2 1 1 1 1 1 1 2 2 2
2686 2 1 1 1 1 1 2 2 2 2
2687 1 1 1 1 1 1 1 1 2 1
2688 1 1 1 1 1 1 1 2 1 2
2689 1 2 1 1 1 2 2 2 2 2
2690 1 2 1 1 2 2 2 2 2 2
2691 2 1 1 1 1 1 1 2 1 2
2692 2 1 1 1 1 1 1 2 2 2
2693 1 2 2 2 2 2 2 2 2 2
2694 1 1 1 1 1 1 1 2 2 2
2695 1 1 1 1 1 1 1 1 1 2
2696 1 1 1 1 1 1 1 2 2 2
2697 2 1 1 1 1 1 1 2 2 2
2698 2 1 1 1 1 1 1 2 1 2
2699 2 1 1 1 2 1 2 2 1 2
2700 2 2 1 1 1 2 1 2 2 2
2701 2 2 2 1 2 2 2 2 2 2
2702 1 1 1 1 1 1 1 1 2 2
2703 2 2 2 1 1 1 1 2 2 2
2704 1 1 1 1 1 1 1 2 2 2
2705 2 1 2 2 1 2 2 2 1 2
2706 2 2 1 1 2 2 2 2 2 2
2707 2 1 1 1 1 2 1 2 2 2
2708 1 1 1 1 1 1 1 2 2 2
2709 2 1 1 1 2 1 2 1 2 2
2710 1 1 2 1 1 1 2 2 2 2
2711 2 2 1 1 1 1 1 1 2 2
2712 1 1 1 1 1 1 1 1 1 2
2713 2 2 1 1 2 2 1 2 2 2
2714 2 1 2 1 1 1 2 2 2 2
2715 1 1 1 1 1 2 2 2 1 2
2716 1 1 1 1 1 2 1 2 1 2
2717 2 1 1 1 2 1 1 2 2 2
2718 1 1 1 1 1 1 1 2 2 2
2719 2 2 1 1 1 1 1 2 2 2
2720 2 1 1 1 2 1 1 2 2 2
2721 1 1 1 1 1 1 1 2 1 2
2722 1 1 1 1 1 1 1 1 2 1
2723 1 1 1 1 1 1 1 2 2 2
2724 2 2 1 2 1 1 1 2 2 2
2725 1 1 2 2 2 2 1 2 2 2
2726 2 1 1 1 1 2 2 2 2 2
2727 2 1 1 1 1 1 1 2 1 2
2728 1 1 1 1 1 1 1 2 1 1
2729 1 2 1 1 1 1 1 2 2 2
2730 2 2 1 1 1 1 1 2 2 2
2731 2 1 1 1 1 1 1 2 2 2
2732 1 2 1 1 1 2 2 2 2 2
2733 2 1 1 1 1 2 1 1 1 2
2734 2 1 1 1 1 1 1 2 1 2
2735 2 2 1 1 1 1 2 1 1 1
2736 2 1 1 1 1 1 1 1 2 2
2737 1 1 1 1 1 1 1 1 1 2
2738 2 1 1 1 1 1 2 2 2 2
2739 2 2 1 1 1 2 1 2 2 2
2740 2 1 2 1 1 1 1 2 2 2
2741 2 1 1 1 1 1 1 2 2 2
2742 1 1 1 1 1 2 1 2 2 2
2743 2 1 1 1 1 1 1 2 2 2
2744 2 2 2 1 2 2 1 2 2 2
2745 1 2 1 1 1 1 2 2 2 2
2746 2 2 2 2 2 2 2 2 1 2
2747 2 2 1 1 1 1 1 2 2 2
2748 1 2 1 2 1 2 2 1 1 2
2749 2 1 1 1 1 2 2 2 2 2
2750 2 2 1 2 2 2 2 2 2 2
2751 2 1 1 1 2 1 2 2 2 2
2752 1 1 1 2 1 1 1 1 2 1
2753 2 1 1 1 1 1 1 1 2 2
2754 1 1 1 1 1 1 2 2 1 2
2755 2 2 1 1 2 2 2 1 2 2
2756 2 1 1 2 1 1 1 2 2 2
2757 1 1 1 1 1 1 1 2 2 2
2758 1 2 2 1 1 1 2 2 2 2
2759 2 1 2 1 2 2 2 2 2 2
2760 2 2 1 2 2 2 2 1 2 2
2761 2 2 1 1 1 1 1 2 2 2
2762 1 1 1 1 1 1 1 2 1 2
2763 1 1 1 1 1 1 1 1 1 1
2764 2 2 1 1 1 1 1 2 2 2
2765 1 1 1 1 2 1 1 2 1 2
2766 2 2 2 1 1 1 1 2 2 2
2767 1 1 1 2 1 1 1 2 1 2
2768 2 2 1 1 1 1 1 2 2 2
2769 1 1 1 2 1 1 1 2 1 1
2770 2 2 1 1 1 1 1 2 1 2
2771 1 1 1 1 1 1 2 2 1 2
2772 2 1 1 1 2 1 1 2 2 2
2773 1 2 1 1 1 1 2 2 1 1
2774 1 1 1 1 1 1 2 2 1 2
2775 1 1 1 1 1 1 1 2 1 2
2776 2 1 1 2 2 2 2 2 2 2
2777 2 1 1 1 1 1 2 2 2 2
2778 1 1 1 1 1 1 1 2 1 2
2779 1 1 1 1 1 1 1 2 1 1
2780 2 2 1 1 1 1 1 2 1 2
2781 2 1 1 1 2 2 1 2 2 2
2782 1 2 2 1 1 2 2 2 2 2
2783 2 1 1 1 2 1 1 2 2 2
2784 1 1 1 1 1 1 1 2 1 2
2785 1 1 1 1 1 1 1 2 1 2
2786 1 1 1 1 1 1 1 1 1 1
2787 2 2 2 2 2 1 1 2 2 2
2788 2 2 2 1 2 2 2 2 2 2
2789 1 1 1 1 1 1 1 2 2 2
2790 2 1 1 1 2 1 1 2 2 2
2791 2 1 1 2 1 1 1 2 1 2
2792 2 1 1 1 1 1 1 2 1 2
2793 1 1 1 1 1 1 1 2 2 1
2794 2 2 1 1 2 2 2 2 2 2
2795 2 2 1 1 2 1 2 1 2 2
2796 1 1 1 1 1 1 1 1 2 1
2797 1 1 2 1 1 1 1 2 1 2
2798 1 1 1 1 1 1 1 1 1 2
2799 1 1 1 1 1 1 1 2 2 2
2800 2 1 1 1 1 2 1 2 2 2
2801 1 1 1 1 1 2 1 2 2 2
2802 2 2 1 1 2 2 2 2 2 2
2803 1 1 1 1 1 1 1 1 1 2
2804 2 1 1 1 2 1 1 1 2 2
2805 2 2 1 1 1 1 1 2 1 2
2806 1 1 2 1 1 1 1 2 2 2
2807 1 1 1 1 1 1 1 2 1 2
2808 2 2 1 1 1 1 2 2 2 2
2809 2 1 1 1 1 1 1 1 2 2
2810 2 1 1 1 2 1 1 1 2 2
2811 1 1 2 1 1 1 1 2 1 2
2812 1 1 1 2 1 1 2 1 2 2
2813 2 1 1 1 1 1 2 2 1 2
2814 1 2 1 1 1 2 1 2 1 2
2815 1 1 1 1 1 1 2 2 2 2
2816 1 1 1 1 1 2 2 2 2 2
2817 1 1 1 1 1 1 1 2 2 2
2818 2 2 1 1 2 1 1 2 2 2
2819 2 1 1 1 1 2 1 2 1 2
2820 2 2 2 2 1 1 1 2 2 2
2821 1 1 2 2 1 1 1 1 2 2
2822 2 1 1 1 1 2 2 2 1 2
2823 2 2 1 1 1 1 2 2 2 2
2824 2 2 1 1 1 1 2 2 2 2
2825 2 2 1 1 1 1 2 2 2 2
2826 2 2 2 1 1 2 1 2 2 2
2827 2 1 1 1 1 1 1 2 1 2
2828 2 2 1 1 1 1 2 2 2 2
2829 1 1 2 1 1 2 2 2 2 2
2830 2 1 1 1 2 1 1 2 1 2
2831 2 1 1 1 1 1 1 2 1 2
2832 2 2 2 1 1 1 1 2 1 2
2833 2 2 1 1 1 1 1 2 1 2
2834 1 1 1 1 1 1 1 2 1 2
2835 1 2 1 1 1 1 1 2 2 2
2836 2 2 2 1 2 2 1 2 2 2
2837 2 2 1 1 2 2 2 2 2 2
2838 2 2 1 1 2 2 2 2 2 2
2839 2 1 2 1 2 1 1 2 2 2
2840 2 1 1 1 1 1 1 2 1 1
2841 1 2 1 1 1 2 2 2 2 2
2842 1 2 1 1 1 1 2 1 1 2
2843 1 1 1 1 1 1 1 2 2 2
2844 2 1 1 1 2 1 1 2 2 2
2845 2 1 2 1 1 2 1 2 2 2
2846 1 2 1 1 1 1 1 1 2 2
2847 1 2 1 1 2 2 2 2 2 2
2848 2 1 1 1 2 1 2 2 2 2
2849 2 2 2 1 1 2 1 2 2 2
2850 2 2 1 1 1 1 2 2 2 2
2851 1 1 1 1 1 1 2 2 2 2
2852 2 1 1 1 1 1 1 1 2 2
2853 2 2 1 1 2 1 2 2 2 2
2854 2 1 2 2 2 2 2 2 2 2
2855 1 1 1 2 1 1 1 2 2 1
2856 2 2 1 1 1 2 2 2 2 2
2857 2 1 1 1 2 1 1 1 2 2
2858 2 1 1 1 2 2 1 1 2 2
2859 2 2 1 1 1 1 2 2 2 2
2860 2 2 1 1 1 2 2 1 2 2
2861 1 1 1 1 1 1 1 2 2 2
2862 1 2 1 1 1 1 2 2 1 2
2863 2 2 2 2 1 1 1 2 2 2
2864 1 1 2 1 1 1 1 2 2 2
2865 1 1 1 1 1 1 1 1 1 2
2866 1 1 1 1 1 1 1 2 1 2
2867 2 1 1 1 2 1 1 2 2 2
2868 1 1 1 2 1 1 1 2 1 2
2869 2 1 1 1 2 2 2 2 2 2
2870 2 2 1 1 2 2 1 1 2 2
2871 2 1 1 1 1 1 1 1 1 2
2872 2 2 1 1 1 1 2 2 2 2
2873 2 1 1 1 1 1 1 2 1 2
2874 1 1 1 1 1 1 1 1 1 1
2875 1 1 2 1 1 2 1 2 2 2
2876 2 1 2 1 1 2 1 2 1 2
2877 2 1 1 2 1 1 1 2 1 2
2878 1 1 2 1 1 1 1 2 2 2
2879 1 1 1 1 1 1 1 2 1 2
2880 2 1 1 1 1 1 1 2 2 2
2881 1 1 1 2 1 1 1 2 2 2
2882 2 2 1 1 1 1 1 2 2 2
2883 2 1 1 1 1 1 2 2 2 2
2884 2 1 2 2 2 2 2 2 2 2
2885 1 1 1 2 1 1 1 2 2 2
2886 2 1 1 1 1 1 2 2 2 2
2887 2 1 1 1 1 2 2 2 2 2
2888 2 1 1 1 1 1 1 2 2 1
2889 2 1 1 1 1 1 1 2 2 2
2890 2 1 1 1 1 1 1 2 1 2
2891 2 2 1 1 1 1 2 2 1 2
2892 2 2 2 2 1 1 1 1 2 2
2893 1 2 2 2 2 1 2 2 2 2
2894 1 1 1 1 1 1 1 2 2 2
2895 1 1 1 1 1 1 1 2 2 2
2896 1 2 1 1 1 1 1 2 1 2
2897 2 2 2 2 2 2 2 2 2 2
2898 2 1 1 1 1 2 1 2 1 2
2899 2 1 1 1 1 1 1 2 1 2
2900 1 1 1 1 1 1 1 1 1 2
2901 1 1 1 1 1 1 1 2 2 2
2902 2 2 1 1 1 1 1 2 2 2
2903 2 1 1 2 1 2 2 1 2 2
2904 1 1 1 1 1 1 1 1 2 2
2905 1 1 1 1 1 1 1 2 2 2
2906 1 1 1 1 1 1 1 2 2 1
2907 2 2 1 1 1 1 1 2 2 2
2908 1 2 1 1 1 1 2 2 2 1
2909 2 1 2 2 1 1 1 1 2 2
2910 1 1 2 1 1 1 1 1 2 2
2911 1 2 1 1 1 1 1 1 1 2
2912 2 1 1 1 1 1 1 1 1 2
2913 2 2 1 1 2 2 1 2 2 2
2914 2 2 1 1 1 1 1 2 2 2
2915 2 1 1 1 1 2 2 2 2 2
2916 2 1 1 1 1 2 1 1 2 2
2917 1 2 1 1 1 2 2 2 2 2
2918 1 1 1 1 1 2 1 2 1 2
2919 1 1 1 1 2 1 2 2 2 2
2920 2 1 1 1 1 1 1 2 2 2
2921 1 1 2 1 1 1 1 2 2 2
2922 2 2 1 2 2 2 2 2 2 2
2923 2 1 1 1 1 1 1 2 2 2
2924 1 1 1 2 1 2 2 2 2 2
2925 2 1 1 1 2 2 1 2 2 2
2926 2 1 2 1 1 2 1 2 2 2
2927 2 1 1 2 1 2 1 2 2 2
2928 1 1 2 1 1 1 1 2 1 2
2929 1 2 1 1 1 2 1 2 2 2
2930 2 1 1 1 2 2 2 2 2 2
2931 2 1 1 1 1 1 1 1 2 2
2932 2 1 1 1 1 1 1 2 1 1
2933 2 2 2 2 1 2 2 2 2 2
2934 2 1 1 2 1 2 2 1 2 2
2935 2 2 2 1 1 1 1 1 1 2
2936 2 1 1 1 1 2 2 2 2 2
2937 2 1 1 1 1 1 1 2 1 2
2938 2 1 2 1 1 1 1 1 1 2
2939 1 1 1 1 1 2 1 2 2 2
2940 1 1 1 1 1 1 1 2 1 2
2941 2 1 2 1 1 1 1 2 2 2
2942 2 1 2 1 1 2 2 2 1 2
2943 1 1 1 1 1 1 2 2 2 2
2944 2 2 1 2 1 1 2 2 2 2
2945 2 2 1 1 2 1 2 2 2 2
2946 2 1 1 1 2 1 1 2 2 2
2947 2 1 1 1 1 1 1 2 2 2
2948 1 1 2 1 1 1 1 2 1 1
2949 1 1 2 2 2 1 1 2 2 2
2950 2 1 1 1 1 1 2 2 2 1
2951 2 2 1 1 1 1 1 2 1 2
2952 2 1 1 1 1 2 2 2 2 2
2953 1 2 1 1 1 1 1 2 2 2
2954 2 1 1 1 1 1 1 2 2 2
2955 1 1 2 1 1 2 2 2 2 2
2956 2 1 2 1 2 1 2 2 1 2
2957 2 1 1 1 1 1 1 2 1 2
2958 1 2 2 2 1 1 2 2 1 2
2959 2 1 1 1 1 1 1 2 1 2
2960 2 1 2 1 2 2 1 2 2 2
2961 2 1 1 1 2 1 1 2 1 2
2962 2 2 1 1 1 2 1 2 2 2
2963 1 1 2 1 1 2 2 2 2 2
2964 1 1 1 1 1 1 1 2 2 2
2965 1 1 1 1 1 1 1 2 1 2
2966 2 2 1 1 1 2 2 2 1 2
2967 2 1 2 1 2 1 1 1 1 2
2968 2 2 1 1 1 2 2 2 2 2
2969 2 2 2 1 2 2 1 2 2 2
2970 2 2 1 1 2 1 1 2 2 2
2971 1 1 2 1 1 1 1 2 2 2
2972 1 2 1 2 1 1 2 2 2 2
2973 2 2 2 2 1 2 1 2 2 2
2974 1 2 2 2 2 2 1 2 2 2
2975 1 1 1 1 2 1 1 2 2 2
2976 2 1 2 2 2 2 2 2 2 2
2977 2 1 1 1 1 1 2 2 1 2
2978 2 1 1 1 1 1 1 2 1 2
2979 1 2 1 1 1 1 1 2 2 2
2980 2 1 1 1 1 1 2 2 2 2
2981 2 1 2 2 1 1 1 1 2 2
2982 2 2 2 2 1 2 1 2 2 2
2983 2 2 1 1 1 2 1 2 2 2
2984 2 1 1 1 1 1 2 2 2 2
2985 1 1 1 2 1 1 1 1 2 2
2986 1 1 1 1 1 1 1 1 1 2
2987 2 2 1 1 2 2 2 2 2 2
2988 2 2 2 2 2 2 2 2 1 2
2989 1 1 1 1 1 1 2 2 2 2
2990 1 2 1 1 1 2 2 2 2 2
2991 2 2 1 1 1 1 2 2 2 2
2992 1 1 1 1 1 1 1 2 2 2
2993 2 1 1 1 1 1 2 2 2 2
2994 2 1 2 2 1 1 2 2 2 2
